TILEMAP
20 20 							-- Size of tile map in tiles
24 24 							-- Tile size & block size
images/baba.png 	-- Tilesheet
32 66 								-- Number of tiles in tilesheet
1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,
1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,
1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,
1657,0,0,0,0,0,0,0,0,0,0,0,962,979,1362,868,1254,0,0,1657,
1657,0,0,0,0,0,0,692,692,692,692,692,692,692,692,692,692,0,0,1657,
1657,0,0,0,0,0,0,692,0,0,692,0,0,0,0,0,692,0,0,1657,
1657,0,0,692,692,692,692,692,0,0,692,0,0,679,0,0,692,0,0,1657,
1657,0,0,692,0,0,0,692,0,0,692,0,0,0,0,0,692,0,0,1657,
1657,0,0,692,1084,979,1357,692,0,0,692,692,692,692,692,692,692,0,0,1657,
1657,0,0,692,0,0,0,0,0,688,0,0,0,0,0,0,692,0,0,1657,
1657,0,0,692,0,0,0,0,0,0,0,0,688,0,0,0,692,0,0,1657,
1657,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,692,0,0,1657,
1657,0,0,692,0,0,1,0,0,0,0,0,0,688,0,0,692,0,0,1657,
1657,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,692,0,0,1657,
1657,0,0,692,692,692,692,692,692,692,692,692,692,692,692,692,692,0,0,1657,
1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,
1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,
1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,
1657,0,0,0,871,979,1365,0,1068,979,1347,0,0,0,0,0,0,0,0,1657,
1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,
