TILEMAP
20 20 							-- Size of tile map in tiles
24 24 							-- Tile size & block size
images/baba.png 	-- Tilesheet
32 66 								-- Number of tiles in tilesheet
1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,
1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,
1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,
1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,
1657,0,0,0,0,0,0,0,692,692,692,692,692,692,692,692,0,0,0,1657,
1657,0,0,0,0,0,0,0,692,0,0,0,0,0,0,692,0,0,0,1657,
1657,0,0,0,0,0,0,0,692,0,979,0,0,0,0,692,0,0,0,1657,
1657,0,0,0,692,692,692,692,692,0,0,0,0,1362,0,692,0,0,0,1657,
1657,0,0,0,692,0,0,0,0,0,0,0,0,0,0,692,0,0,0,1657,
1657,0,0,0,692,0,962,0,0,0,679,0,0,1,0,692,0,0,0,1657,
1657,0,0,0,692,0,0,0,0,0,0,0,0,0,0,692,0,0,0,1657,
1657,0,0,0,692,692,692,692,692,692,692,692,692,692,692,692,0,0,0,1657,
1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,
1657,0,0,0,0,871,0,0,1084,0,0,0,0,0,0,0,0,0,0,1657,
1657,0,0,0,0,979,0,0,979,0,0,0,0,0,0,0,0,0,0,1657,
1657,0,0,0,0,1365,0,0,1357,0,0,0,0,0,0,0,0,0,0,1657,
1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,
1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,
1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,
1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,
